"Id","IsDeleted","Name","CurrencyIsoCode","SBQQ__Active__c","SBQQ__Product__c","SBQQ__UnitCost__c"
"a051N000041nhp5QAA","false","COST-000366","EUR","true","01t1N00000EURLZQA5","6.6"
"a051N000041nhp6QAA","false","COST-000367","EUR","true","01t1N00000EURLFQA5","7.0"
"a051N000041nhp7QAA","false","COST-000368","EUR","true","01t1N00000EURLhQAP","9.6"
"a051N000041nhp8QAA","false","COST-000369","EUR","true","01t1N00000EURL8QAP","26.4"
"a051N000041nhp9QAA","false","COST-000370","EUR","true","01t1N00000EURL9QAP","16.2"
"a051N000041nhpaQAA","false","COST-000397","EUR","true","01t1N00000EURM7QAP","0.0"
"a051N000041nhpAQAQ","false","COST-000371","EUR","true","01t1N00000EURLMQA5","375.0"
"a051N000041nhpbQAA","false","COST-000398","EUR","true","01t1N00000EURM8QAP","0.0"
"a051N000041nhpBQAQ","false","COST-000372","EUR","true","01t1N00000EURKvQAP","639.6"
"a051N000041nhpcQAA","false","COST-000399","EUR","true","01t1N00000EURM9QAP","0.0"
"a051N000041nhpCQAQ","false","COST-000373","EUR","true","01t1N00000EURKyQAP","1775.2"
"a051N000041nhpdQAA","false","COST-000400","EUR","true","01t1N00000EURLiQAP","196.0"
"a051N000041nhpDQAQ","false","COST-000374","EUR","true","01t1N00000EURMOQA5","22.8"
"a051N000041nhpeQAA","false","COST-000401","EUR","true","01t1N00000EURMAQA5","300.8"
"a051N000041nhpEQAQ","false","COST-000375","EUR","true","01t1N00000EURMPQA5","30.4"
"a051N000041nhpfQAA","false","COST-000402","EUR","true","01t1N00000EURKsQAP","496.0"
"a051N000041nhpFQAQ","false","COST-000376","EUR","true","01t1N00000EURMQQA5","295.8"
"a051N000041nhpgQAA","false","COST-000403","EUR","true","01t1N00000EURLJQA5","477.6"
"a051N000041nhpGQAQ","false","COST-000377","EUR","true","01t1N00000EURMRQA5","603.6"
"a051N000041nhphQAA","false","COST-000404","EUR","true","01t1N00000EURLVQA5","722.4"
"a051N000041nhpHQAQ","false","COST-000378","EUR","true","01t1N00000EURKrQAP","846.0"
"a051N000041nhpiQAA","false","COST-000405","EUR","true","01t1N00000EURMBQA5","287.0"
"a051N000041nhpIQAQ","false","COST-000379","EUR","true","01t1N00000EURMSQA5","1045.2"
"a051N000041nhpjQAA","false","COST-000406","EUR","true","01t1N00000EURKtQAP","596.0"
"a051N000041nhpJQAQ","false","COST-000380","EUR","true","01t1N00000EURMTQA5","1904.0"
"a051N000041nhpkQAA","false","COST-000407","EUR","true","01t1N00000EURMCQA5","0.0"
"a051N000041nhpKQAQ","false","COST-000381","EUR","true","01t1N00000EURMUQA5","711.0"
"a051N000041nhplQAA","false","COST-000408","EUR","true","01t1N00000EURLGQA5","490.4"
"a051N000041nhpLQAQ","false","COST-000382","EUR","true","01t1N00000EURLUQA5","1084.0"
"a051N000041nhpmQAA","false","COST-000409","EUR","true","01t1N00000EURMDQA5","193.2"
"a051N000041nhpMQAQ","false","COST-000383","EUR","true","01t1N00000EURMVQA5","1152.9"
"a051N000041nhpnQAA","false","COST-000410","EUR","true","01t1N00000EURLdQAP","4135.2"
"a051N000041nhpNQAQ","false","COST-000384","EUR","true","01t1N00000EURMWQA5","1365.6"
"a051N000041nhpoQAA","false","COST-000411","EUR","true","01t1N00000EURLeQAP","0.0"
"a051N000041nhpOQAQ","false","COST-000385","EUR","true","01t1N00000EURMXQA5","1398.4"
"a051N000041nhppQAA","false","COST-000412","EUR","true","01t1N00000EURMEQA5","0.0"
"a051N000041nhpPQAQ","false","COST-000386","EUR","true","01t1N00000EURLIQA5","1464.0"
"a051N000041nhpqQAA","false","COST-000413","EUR","true","01t1N00000EURLSQA5","707.7"
"a051N000041nhpQQAQ","false","COST-000387","EUR","true","01t1N00000EURMYQA5","2133.6"
"a051N000041nhprQAA","false","COST-000414","EUR","true","01t1N00000EURLCQA5","109.8"
"a051N000041nhpRQAQ","false","COST-000388","EUR","true","01t1N00000EURMZQA5","0.0"
"a051N000041nhpsQAA","false","COST-000415","EUR","true","01t1N00000EURLPQA5","220.0"
"a051N000041nhpSQAQ","false","COST-000389","EUR","true","01t1N00000EURMaQAP","0.0"
"a051N000041nhptQAA","false","COST-000416","EUR","true","01t1N00000EURLkQAP","1324.8"
"a051N000041nhpTQAQ","false","COST-000390","EUR","true","01t1N00000EURMbQAP","0.0"
"a051N000041nhpuQAA","false","COST-000417","EUR","true","01t1N00000EURLlQAP","993.6"
"a051N000041nhpUQAQ","false","COST-000391","EUR","true","01t1N00000EURMcQAP","0.0"
"a051N000041nhpvQAA","false","COST-000418","EUR","true","01t1N00000EURLQQA5","0.0"
"a051N000041nhpVQAQ","false","COST-000392","EUR","true","01t1N00000EURLTQA5","112.0"
"a051N000041nhpwQAA","false","COST-000419","EUR","true","01t1N00000EURLoQAP","16.1"
"a051N000041nhpWQAQ","false","COST-000393","EUR","true","01t1N00000EURKzQAP","139.8"
"a051N000041nhpxQAA","false","COST-000420","EUR","true","01t1N00000EURLsQAP","51.8"
"a051N000041nhpXQAQ","false","COST-000394","EUR","true","01t1N00000EURKuQAP","309.4"
"a051N000041nhpyQAA","false","COST-000421","EUR","true","01t1N00000EURKcQAP","303.6"
"a051N000041nhpYQAQ","false","COST-000395","EUR","true","01t1N00000EURM0QAP","0.0"
"a051N000041nhpzQAA","false","COST-000422","EUR","true","01t1N00000EURKbQAP","4416.0"
"a051N000041nhpZQAQ","false","COST-000396","EUR","true","01t1N00000EURM1QAP","0.0"
"a051N000041nhq0QAA","false","COST-000423","EUR","true","01t1N00000EURMFQA5","2760.0"
"a051N000041nhq1QAA","false","COST-000424","EUR","true","01t1N00000EURMGQA5","4048.0"
"a051N000041nhq2QAA","false","COST-000425","EUR","true","01t1N00000EURLqQAP","644.0"
"a051N000041nhq3QAA","false","COST-000426","EUR","true","01t1N00000EURKaQAP","3312.0"
"a051N000041nhq4QAA","false","COST-000427","EUR","true","01t1N00000EURKZQA5","3864.0"
"a051N000041nhq5QAA","false","COST-000428","EUR","true","01t1N00000EURLpQAP","0.0"
"a051N000041nhq6QAA","false","COST-000429","EUR","true","01t1N00000EURLmQAP","38.5"
"a051N000041nhq7QAA","false","COST-000430","EUR","true","01t1N00000EURMHQA5","4692.0"
"a051N000041nhq8QAA","false","COST-000431","EUR","true","01t1N00000EURKdQAP","0.0"
"a051N000041nhq9QAA","false","COST-000432","EUR","true","01t1N00000EURKjQAP","124.2"
"a051N000041nhqaQAA","false","COST-000459","GBP","true","01t1N00000EURLxQAP","238.8"
"a051N000041nhqAQAQ","false","COST-000433","EUR","true","01t1N00000EURLNQA5","3680.0"
"a051N000041nhqbQAA","false","COST-000460","GBP","true","01t1N00000EURLyQAP","235.2"
"a051N000041nhqBQAQ","false","COST-000434","EUR","true","01t1N00000EURLOQA5","12880.0"
"a051N000041nhqcQAA","false","COST-000461","GBP","true","01t1N00000EURLzQAP","249.9"
"a051N000041nhqCQAQ","false","COST-000435","EUR","true","01t1N00000EURKoQAP","0.0"
"a051N000041nhqdQAA","false","COST-000462","GBP","true","01t1N00000EURLWQA5","343.2"
"a051N000041nhqDQAQ","false","COST-000436","EUR","true","01t1N00000EURKmQAP","1766.4"
"a051N000041nhqeQAA","false","COST-000463","GBP","true","01t1N00000EURKxQAP","265.6"
"a051N000041nhqEQAQ","false","COST-000437","EUR","true","01t1N00000EURMIQA5","5520.0"
"a051N000041nhqfQAA","false","COST-000464","GBP","true","01t1N00000EURL2QAP","165.9"
"a051N000041nhqFQAQ","false","COST-000438","EUR","true","01t1N00000EURL1QAP","515.2"
"a051N000041nhqgQAA","false","COST-000465","GBP","true","01t1N00000EURM2QAP","304.5"
"a051N000041nhqGQAQ","false","COST-000439","EUR","true","01t1N00000EURKpQAP","1177.6"
"a051N000041nhqhQAA","false","COST-000466","GBP","true","01t1N00000EURLRQA5","241.8"
"a051N000041nhqHQAQ","false","COST-000440","EUR","true","01t1N00000EURKqQAP","1913.6"
"a051N000041nhqiQAA","false","COST-000467","GBP","true","01t1N00000EURL5QAP","116.4"
"a051N000041nhqIQAQ","false","COST-000441","EUR","true","01t1N00000EURLfQAP","2060.8"
"a051N000041nhqjQAA","false","COST-000468","GBP","true","01t1N00000EURL6QAP","144.6"
"a051N000041nhqJQAQ","false","COST-000442","EUR","true","01t1N00000EURLrQAP","1384.6"
"a051N000041nhqkQAA","false","COST-000469","GBP","true","01t1N00000EURL7QAP","75.6"
"a051N000041nhqKQAQ","false","COST-000443","EUR","true","01t1N00000EURMdQAP","552.0"
"a051N000041nhqlQAA","false","COST-000470","GBP","true","01t1N00000EURLcQAP","167.2"
"a051N000041nhqLQAQ","false","COST-000444","EUR","true","01t1N00000EURMeQAP","1104.0"
"a051N000041nhqmQAA","false","COST-000471","GBP","true","01t1N00000EURLEQA5","106.2"
"a051N000041nhqMQAQ","false","COST-000445","EUR","true","01t1N00000EURKeQAP","386.4"
"a051N000041nhqnQAA","false","COST-000472","GBP","true","01t1N00000EURLgQAP","131.6"
"a051N000041nhqNQAQ","false","COST-000446","EUR","true","01t1N00000EURKfQAP","109.2"
"a051N000041nhqoQAA","false","COST-000473","GBP","true","01t1N00000EURM3QAP","652.2"
"a051N000041nhqOQAQ","false","COST-000447","EUR","true","01t1N00000EURKgQAP","165.6"
"a051N000041nhqpQAA","false","COST-000474","GBP","true","01t1N00000EURM4QAP","486.4"
"a051N000041nhqPQAQ","false","COST-000448","EUR","true","01t1N00000EURKhQAP","64.4"
"a051N000041nhqqQAA","false","COST-000475","GBP","true","01t1N00000EURL4QAP","3.2"
"a051N000041nhqQQAQ","false","COST-000449","EUR","true","01t1N00000EURKkQAP","184.0"
"a051N000041nhqrQAA","false","COST-000476","GBP","true","01t1N00000EURM5QAP","129.6"
"a051N000041nhqRQAQ","false","COST-000450","EUR","true","01t1N00000EURLHQA5","338.1"
"a051N000041nhqsQAA","false","COST-000477","GBP","true","01t1N00000EURL0QAP","180.0"
"a051N000041nhqSQAQ","false","COST-000451","EUR","true","01t1N00000EURKlQAP","82.8"
"a051N000041nhqtQAA","false","COST-000478","GBP","true","01t1N00000EURM6QAP","35.7"
"a051N000041nhqTQAQ","false","COST-000452","EUR","true","01t1N00000EURKnQAP","144.9"
"a051N000041nhquQAA","false","COST-000479","GBP","true","01t1N00000EURL3QAP","63.2"
"a051N000041nhqUQAQ","false","COST-000453","EUR","true","01t1N00000EURKiQAP","0.8"
"a051N000041nhqvQAA","false","COST-000480","GBP","true","01t1N00000EURLbQAP","33.0"
"a051N000041nhqVQAQ","false","COST-000454","EUR","true","01t1N00000EURLnQAP","1324.8"
"a051N000041nhqwQAA","false","COST-000481","GBP","true","01t1N00000EURLBQA5","30.6"
"a051N000041nhqWQAQ","false","COST-000455","GBP","true","01t1N00000EURLXQA5","256.0"
"a051N000041nhqxQAA","false","COST-000482","GBP","true","01t1N00000EURMJQA5","142.2"
"a051N000041nhqXQAQ","false","COST-000456","GBP","true","01t1N00000EURLuQAP","220.8"
"a051N000041nhqyQAA","false","COST-000483","GBP","true","01t1N00000EURKwQAP","262.5"
"a051N000041nhqYQAQ","false","COST-000457","GBP","true","01t1N00000EURLvQAP","320.6"
"a051N000041nhqzQAA","false","COST-000484","GBP","true","01t1N00000EURMKQA5","170.1"
"a051N000041nhqZQAQ","false","COST-000458","GBP","true","01t1N00000EURLwQAP","143.4"
"a051N000041nhr0QAA","false","COST-000485","GBP","true","01t1N00000EURLLQA5","262.5"
"a051N000041nhr1QAA","false","COST-000486","GBP","true","01t1N00000EURLKQA5","14.4"
"a051N000041nhr2QAA","false","COST-000487","GBP","true","01t1N00000EURLAQA5","76.0"
"a051N000041nhr3QAA","false","COST-000488","GBP","true","01t1N00000EURMLQA5","82.8"
"a051N000041nhr4QAA","false","COST-000489","GBP","true","01t1N00000EURLaQAP","62.4"
"a051N000041nhr5QAA","false","COST-000490","GBP","true","01t1N00000EURMMQA5","25.2"
"a051N000041nhr6QAA","false","COST-000491","GBP","true","01t1N00000EURMNQA5","30.1"
"a051N000041nhr7QAA","false","COST-000492","GBP","true","01t1N00000EURLYQA5","6.4"
"a051N000041nhr8QAA","false","COST-000493","GBP","true","01t1N00000EURLZQA5","5.4"
"a051N000041nhr9QAA","false","COST-000494","GBP","true","01t1N00000EURLFQA5","6.3"
"a051N000041nhraQAA","false","COST-000521","GBP","true","01t1N00000EURKuQAP","265.3"
"a051N000041nhrAQAQ","false","COST-000495","GBP","true","01t1N00000EURLhQAP","7.0"
"a051N000041nhrbQAA","false","COST-000522","GBP","true","01t1N00000EURM0QAP","0.0"
"a051N000041nhrBQAQ","false","COST-000496","GBP","true","01t1N00000EURL8QAP","16.8"
"a051N000041nhrcQAA","false","COST-000523","GBP","true","01t1N00000EURM1QAP","0.0"
"a051N000041nhrCQAQ","false","COST-000497","GBP","true","01t1N00000EURL9QAP","13.8"
"a051N000041nhrdQAA","false","COST-000524","GBP","true","01t1N00000EURM7QAP","0.0"
"a051N000041nhrDQAQ","false","COST-000498","GBP","true","01t1N00000EURLMQA5","428.8"
"a051N000041nhreQAA","false","COST-000525","GBP","true","01t1N00000EURM8QAP","0.0"
"a051N000041nhrEQAQ","false","COST-000499","GBP","true","01t1N00000EURKvQAP","641.2"
"a051N000041nhrfQAA","false","COST-000526","GBP","true","01t1N00000EURM9QAP","0.0"
"a051N000041nhrFQAQ","false","COST-000500","GBP","true","01t1N00000EURKyQAP","1143.0"
"a051N000041nhrgQAA","false","COST-000527","GBP","true","01t1N00000EURLiQAP","168.0"
"a051N000041nhrGQAQ","false","COST-000501","GBP","true","01t1N00000EURMOQA5","19.2"
"a051N000041nhrhQAA","false","COST-000528","GBP","true","01t1N00000EURMAQA5","258.4"
"a051N000041nhrHQAQ","false","COST-000502","GBP","true","01t1N00000EURMPQA5","25.6"
"a051N000041nhriQAA","false","COST-000529","GBP","true","01t1N00000EURKsQAP","372.4"
"a051N000041nhrIQAQ","false","COST-000503","GBP","true","01t1N00000EURMQQA5","253.8"
"a051N000041nhrjQAA","false","COST-000530","GBP","true","01t1N00000EURLJQA5","409.8"
"a051N000041nhrJQAQ","false","COST-000504","GBP","true","01t1N00000EURMRQA5","690.4"
"a051N000041nhrkQAA","false","COST-000531","GBP","true","01t1N00000EURLVQA5","708.8"
"a051N000041nhrKQAQ","false","COST-000505","GBP","true","01t1N00000EURKrQAP","726.6"
"a051N000041nhrlQAA","false","COST-000532","GBP","true","01t1N00000EURMBQA5","211.2"
"a051N000041nhrLQAQ","false","COST-000506","GBP","true","01t1N00000EURMSQA5","897.0"
"a051N000041nhrmQAA","false","COST-000533","GBP","true","01t1N00000EURKtQAP","448.0"
"a051N000041nhrMQAQ","false","COST-000507","GBP","true","01t1N00000EURMTQA5","1401.6"
"a051N000041nhrnQAA","false","COST-000534","GBP","true","01t1N00000EURMCQA5","0.0"
"a051N000041nhrNQAQ","false","COST-000508","GBP","true","01t1N00000EURMUQA5","712.6"
"a051N000041nhroQAA","false","COST-000535","GBP","true","01t1N00000EURLGQA5","368.9"
"a051N000041nhrOQAQ","false","COST-000509","GBP","true","01t1N00000EURLUQA5","931.2"
"a051N000041nhrpQAA","false","COST-000536","GBP","true","01t1N00000EURMDQA5","165.9"
"a051N000041nhrPQAQ","false","COST-000510","GBP","true","01t1N00000EURMVQA5","848.4"
"a051N000041nhrqQAA","false","COST-000537","GBP","true","01t1N00000EURLdQAP","2663.4"
"a051N000041nhrQQAQ","false","COST-000511","GBP","true","01t1N00000EURMWQA5","1172.0"
"a051N000041nhrrQAA","false","COST-000538","GBP","true","01t1N00000EURLeQAP","0.0"
"a051N000041nhrRQAQ","false","COST-000512","GBP","true","01t1N00000EURMXQA5","900.6"
"a051N000041nhrsQAA","false","COST-000539","GBP","true","01t1N00000EURMEQA5","0.0"
"a051N000041nhrSQAQ","false","COST-000513","GBP","true","01t1N00000EURLIQA5","1466.5"
"a051N000041nhrtQAA","false","COST-000540","GBP","true","01t1N00000EURLSQA5","520.8"
"a051N000041nhrTQAQ","false","COST-000514","GBP","true","01t1N00000EURMYQA5","1374.0"
"a051N000041nhruQAA","false","COST-000541","GBP","true","01t1N00000EURLCQA5","94.2"
"a051N000041nhrUQAQ","false","COST-000515","GBP","true","01t1N00000EURMZQA5","0.0"
"a051N000041nhrvQAA","false","COST-000542","GBP","true","01t1N00000EURLPQA5","141.6"
"a051N000041nhrVQAQ","false","COST-000516","GBP","true","01t1N00000EURMaQAP","0.0"
"a051N000041nhrwQAA","false","COST-000543","GBP","true","01t1N00000EURLkQAP","1327.2"
"a051N000041nhrWQAQ","false","COST-000517","GBP","true","01t1N00000EURMbQAP","0.0"
"a051N000041nhrxQAA","false","COST-000544","GBP","true","01t1N00000EURLlQAP","1137.6"
"a051N000041nhrXQAQ","false","COST-000518","GBP","true","01t1N00000EURMcQAP","0.0"
"a051N000041nhryQAA","false","COST-000545","GBP","true","01t1N00000EURLQQA5","0.0"
"a051N000041nhrYQAQ","false","COST-000519","GBP","true","01t1N00000EURLTQA5","109.6"
"a051N000041nhrzQAA","false","COST-000546","GBP","true","01t1N00000EURLoQAP","12.0"
"a051N000041nhrZQAQ","false","COST-000520","GBP","true","01t1N00000EURKzQAP","160.0"
"a051N000041nhs0QAA","false","COST-000547","GBP","true","01t1N00000EURLsQAP","37.8"
"a051N000041nhs1QAA","false","COST-000548","GBP","true","01t1N00000EURKcQAP","261.0"
"a051N000041nhs2QAA","false","COST-000549","GBP","true","01t1N00000EURKbQAP","4424.0"
"a051N000041nhs3QAA","false","COST-000550","GBP","true","01t1N00000EURMFQA5","2765.0"
"a051N000041nhs4QAA","false","COST-000551","GBP","true","01t1N00000EURMGQA5","2607.0"
"a051N000041nhs5QAA","false","COST-000552","GBP","true","01t1N00000EURLqQAP","632.0"
"a051N000041nhs6QAA","false","COST-000553","GBP","true","01t1N00000EURKaQAP","3318.0"
"a051N000041nhs7QAA","false","COST-000554","GBP","true","01t1N00000EURKZQA5","4424.0"
"a051N000041nhs8QAA","false","COST-000555","GBP","true","01t1N00000EURLpQAP","0.0"
"a051N000041nhs9QAA","false","COST-000556","GBP","true","01t1N00000EURLmQAP","32.9"
"a051N000041nhsaQAA","false","COST-000583","USD","true","01t1N00000EURLuQAP","279.3"
"a051N000041nhsAQAQ","false","COST-000557","GBP","true","01t1N00000EURMHQA5","4700.5"
"a051N000041nhsbQAA","false","COST-000584","USD","true","01t1N00000EURLvQAP","463.6"
"a051N000041nhsBQAQ","false","COST-000558","GBP","true","01t1N00000EURKdQAP","0.0"
"a051N000041nhscQAA","false","COST-000585","USD","true","01t1N00000EURLwQAP","211.47"
"a051N000041nhsCQAQ","false","COST-000559","GBP","true","01t1N00000EURKjQAP","142.4"
"a051N000041nhsdQAA","false","COST-000586","USD","true","01t1N00000EURLxQAP","302.1"
"a051N000041nhsDQAQ","false","COST-000560","GBP","true","01t1N00000EURLNQA5","2370.0"
"a051N000041nhseQAA","false","COST-000587","USD","true","01t1N00000EURLyQAP","340.48"
"a051N000041nhsEQAQ","false","COST-000561","GBP","true","01t1N00000EURLOQA5","11060.0"
"a051N000041nhsfQAA","false","COST-000588","USD","true","01t1N00000EURLzQAP","316.54"
"a051N000041nhsFQAQ","false","COST-000562","GBP","true","01t1N00000EURKoQAP","0.0"
"a051N000041nhsgQAA","false","COST-000589","USD","true","01t1N00000EURLWQA5","506.8"
"a051N000041nhsGQAQ","false","COST-000563","GBP","true","01t1N00000EURKmQAP","1137.6"
"a051N000041nhshQAA","false","COST-000590","USD","true","01t1N00000EURKxQAP","252.0"
"a051N000041nhsHQAQ","false","COST-000564","GBP","true","01t1N00000EURMIQA5","3555.0"
"a051N000041nhsiQAA","false","COST-000591","USD","true","01t1N00000EURL2QAP","180.0"
"a051N000041nhsIQAQ","false","COST-000565","GBP","true","01t1N00000EURL1QAP","331.8"
"a051N000041nhsjQAA","false","COST-000592","USD","true","01t1N00000EURM2QAP","330.0"
"a051N000041nhsJQAQ","false","COST-000566","GBP","true","01t1N00000EURKpQAP","1011.2"
"a051N000041nhskQAA","false","COST-000593","USD","true","01t1N00000EURLRQA5","306.0"
"a051N000041nhsKQAQ","false","COST-000567","GBP","true","01t1N00000EURKqQAP","1232.4"
"a051N000041nhslQAA","false","COST-000594","USD","true","01t1N00000EURL5QAP","171.5"
"a051N000041nhsLQAQ","false","COST-000568","GBP","true","01t1N00000EURLfQAP","1769.6"
"a051N000041nhsmQAA","false","COST-000595","USD","true","01t1N00000EURL6QAP","213.5"
"a051N000041nhsMQAQ","false","COST-000569","GBP","true","01t1N00000EURLrQAP","1019.4"
"a051N000041nhsnQAA","false","COST-000596","USD","true","01t1N00000EURL7QAP","127.2"
"a051N000041nhsNQAQ","false","COST-000570","GBP","true","01t1N00000EURMdQAP","474.0"
"a051N000041nhsoQAA","false","COST-000597","USD","true","01t1N00000EURLcQAP","159.0"
"a051N000041nhsOQAQ","false","COST-000571","GBP","true","01t1N00000EURMeQAP","711.0"
"a051N000041nhspQAA","false","COST-000598","USD","true","01t1N00000EURLEQA5","134.4"
"a051N000041nhsPQAQ","false","COST-000572","GBP","true","01t1N00000EURKeQAP","290.5"
"a051N000041nhsqQAA","false","COST-000599","USD","true","01t1N00000EURLgQAP","166.6"
"a051N000041nhsQQAQ","false","COST-000573","GBP","true","01t1N00000EURKfQAP","93.8"
"a051N000041nhsrQAA","false","COST-000600","USD","true","01t1N00000EURM3QAP","1100.48"
"a051N000041nhsRQAQ","false","COST-000574","GBP","true","01t1N00000EURKgQAP","165.9"
"a051N000041nhssQAA","false","COST-000601","USD","true","01t1N00000EURM4QAP","615.6"
"a051N000041nhsSQAQ","false","COST-000575","GBP","true","01t1N00000EURKhQAP","63.2"
"a051N000041nhstQAA","false","COST-000602","USD","true","01t1N00000EURL4QAP","4.0"
"a051N000041nhsTQAQ","false","COST-000576","GBP","true","01t1N00000EURKkQAP","118.8"
"a051N000041nhsuQAA","false","COST-000603","USD","true","01t1N00000EURM5QAP","143.5"
"a051N000041nhsUQAQ","false","COST-000577","GBP","true","01t1N00000EURLHQA5","332.0"
"a051N000041nhsvQAA","false","COST-000604","USD","true","01t1N00000EURL0QAP","228.0"
"a051N000041nhsVQAQ","false","COST-000578","GBP","true","01t1N00000EURKlQAP","71.4"
"a051N000041nhswQAA","false","COST-000605","USD","true","01t1N00000EURM6QAP","52.0"
"a051N000041nhsWQAQ","false","COST-000579","GBP","true","01t1N00000EURKnQAP","106.8"
"a051N000041nhsxQAA","false","COST-000606","USD","true","01t1N00000EURL3QAP","70.0"
"a051N000041nhsXQAQ","false","COST-000580","GBP","true","01t1N00000EURKiQAP","0.7"
"a051N000041nhsyQAA","false","COST-000607","USD","true","01t1N00000EURLbQAP","49.0"
"a051N000041nhsYQAQ","false","COST-000581","GBP","true","01t1N00000EURLnQAP","1137.6"
"a051N000041nhszQAA","false","COST-000608","USD","true","01t1N00000EURLBQA5","52.0"
"a051N000041nhsZQAQ","false","COST-000582","USD","true","01t1N00000EURLXQA5","243.0"
"a051N000041nht0QAA","false","COST-000609","USD","true","01t1N00000EURMJQA5","180.0"
"a051N000041nht1QAA","false","COST-000610","USD","true","01t1N00000EURKwQAP","285.0"
"a051N000041nht2QAA","false","COST-000611","USD","true","01t1N00000EURMKQA5","246.4"
"a051N000041nht3QAA","false","COST-000612","USD","true","01t1N00000EURLLQA5","380.0"
"a051N000041nht4QAA","false","COST-000613","USD","true","01t1N00000EURLKQA5","21.0"
"a051N000041nht5QAA","false","COST-000614","USD","true","01t1N00000EURLAQA5","84.0"
"a051N000041nht6QAA","false","COST-000615","USD","true","01t1N00000EURMLQA5","105.0"
"a051N000041nht7QAA","false","COST-000616","USD","true","01t1N00000EURLaQAP","69.3"
"a051N000041nht8QAA","false","COST-000617","USD","true","01t1N00000EURMMQA5","31.5"
"a051N000041nht9QAA","false","COST-000618","USD","true","01t1N00000EURMNQA5","38.5"
"a051N000041nhtaQAA","false","COST-000645","USD","true","01t1N00000EURMcQAP","0.0"
"a051N000041nhtAQAQ","false","COST-000619","USD","true","01t1N00000EURLYQA5","6.0"
"a051N000041nhtbQAA","false","COST-000646","USD","true","01t1N00000EURLTQA5","121.8"
"a051N000041nhtBQAQ","false","COST-000620","USD","true","01t1N00000EURLZQA5","8.4"
"a051N000041nhtcQAA","false","COST-000647","USD","true","01t1N00000EURKzQAP","177.1"
"a051N000041nhtCQAQ","false","COST-000621","USD","true","01t1N00000EURLFQA5","7.7"
"a051N000041nhtdQAA","false","COST-000648","USD","true","01t1N00000EURKuQAP","384.0"
"a051N000041nhtDQAQ","false","COST-000622","USD","true","01t1N00000EURLhQAP","10.4"
"a051N000041nhteQAA","false","COST-000649","USD","true","01t1N00000EURM0QAP","0.0"
"a051N000041nhtEQAQ","false","COST-000623","USD","true","01t1N00000EURL8QAP","21.6"
"a051N000041nhtfQAA","false","COST-000650","USD","true","01t1N00000EURM1QAP","0.0"
"a051N000041nhtFQAQ","false","COST-000624","USD","true","01t1N00000EURL9QAP","17.4"
"a051N000041nhtgQAA","false","COST-000651","USD","true","01t1N00000EURM7QAP","0.0"
"a051N000041nhtGQAQ","false","COST-000625","USD","true","01t1N00000EURLMQA5","543.2"
"a051N000041nhthQAA","false","COST-000652","USD","true","01t1N00000EURM8QAP","0.0"
"a051N000041nhtHQAQ","false","COST-000626","USD","true","01t1N00000EURKvQAP","811.3"
"a051N000041nhtiQAA","false","COST-000653","USD","true","01t1N00000EURM9QAP","0.0"
"a051N000041nhtIQAQ","false","COST-000627","USD","true","01t1N00000EURKyQAP","1688.4"
"a051N000041nhtjQAA","false","COST-000654","USD","true","01t1N00000EURLiQAP","212.8"
"a051N000041nhtJQAQ","false","COST-000628","USD","true","01t1N00000EURMOQA5","24.6"
"a051N000041nhtkQAA","false","COST-000655","USD","true","01t1N00000EURMAQA5","286.3"
"a051N000041nhtKQAQ","false","COST-000629","USD","true","01t1N00000EURMPQA5","24.6"
"a051N000041nhtlQAA","false","COST-000656","USD","true","01t1N00000EURKsQAP","539.2"
"a051N000041nhtLQAQ","false","COST-000630","USD","true","01t1N00000EURMQQA5","321.6"
"a051N000041nhtmQAA","false","COST-000657","USD","true","01t1N00000EURLJQA5","519.0"
"a051N000041nhtMQAQ","false","COST-000631","USD","true","01t1N00000EURMRQA5","874.4"
"a051N000041nhtnQAA","false","COST-000658","USD","true","01t1N00000EURLVQA5","673.2"
"a051N000041nhtNQAQ","false","COST-000632","USD","true","01t1N00000EURKrQAP","1073.1"
"a051N000041nhtoQAA","false","COST-000659","USD","true","01t1N00000EURMBQA5","267.6"
"a051N000041nhtOQAQ","false","COST-000633","USD","true","01t1N00000EURMSQA5","1514.4"
"a051N000041nhtpQAA","false","COST-000660","USD","true","01t1N00000EURKtQAP","648.0"
"a051N000041nhtPQAQ","false","COST-000634","USD","true","01t1N00000EURMTQA5","2365.6"
"a051N000041nhtqQAA","false","COST-000661","USD","true","01t1N00000EURMCQA5","0.0"
"a051N000041nhtQQAQ","false","COST-000635","USD","true","01t1N00000EURMUQA5","1030.4"
"a051N000041nhtrQAA","false","COST-000662","USD","true","01t1N00000EURLGQA5","533.192"
"a051N000041nhtRQAQ","false","COST-000636","USD","true","01t1N00000EURLUQA5","1178.4"
"a051N000041nhtsQAA","false","COST-000663","USD","true","01t1N00000EURMDQA5","209.993"
"a051N000041nhtSQAQ","false","COST-000637","USD","true","01t1N00000EURMVQA5","1253.0"
"a051N000041nhttQAA","false","COST-000664","USD","true","01t1N00000EURLdQAP","3371.238"
"a051N000041nhtTQAQ","false","COST-000638","USD","true","01t1N00000EURMWQA5","1298.5"
"a051N000041nhtuQAA","false","COST-000665","USD","true","01t1N00000EURLeQAP","0.0"
"a051N000041nhtUQAQ","false","COST-000639","USD","true","01t1N00000EURMXQA5","1330.0"
